ELRC-3208-antibiotic	v1	1070	1070/1070	100.00
ParaCrawl	v9	216646825	126/1070	11.77
CCMatrix	v1	324789552	97/1070	9.06
CCAligned	v1	15398414	8/1070	.74
ELRC-2720-EMEA	v1	764730	5/1070	.46
ELRC-EMEA	v1	764730	5/1070	.46
TildeMODEL	v2018	5053982	4/1070	.37
EUbookshop	v2	9351611	3/1070	.28
ELRC-1118-CORDIS_News	v1	132413	2/1070	.18
ELRC-3569-EUR_LEX_covid	v1	23762	2/1070	.18
ELRC-5067-SciPar	v1	1123122	2/1070	.18
ELRC-CORDIS_News	v1	132413	2/1070	.18
ELRC-EUR_LEX	v1	23762	2/1070	.18
giga-fren	v2	21837483	2/1070	.18
GNOME	v1	55185	2/1070	.18
KDE4	v2	179988	2/1070	.18
Ubuntu	v14.10	9314	2/1070	.18
UNPC	v1.0	22819242	2/1070	.18
wikimedia	v20210402	908826	2/1070	.18
DGT	v2019	3594195	1/1070	.09
ELITR-ECA	v1	373483	1/1070	.09
ELRC-1075-EUIPO_law	v1	70827	1/1070	.09
ELRC-1100-EUIPO_list	v1	31627	1/1070	.09
ELRC-1122-CORDIS_Results_Brief	v1	259749	1/1070	.09
ELRC-2018-EUIPO_2017	v1	17444	1/1070	.09
ELRC-2410-Portal_oficial_turis	v1	667	1/1070	.09
ELRC-2480-Estatuto_dos_Deputad	v1	446	1/1070	.09
ELRC-2481-Constituio_da_Repbli	v1	3055	1/1070	.09
ELRC-2612-Artigos_visitportuga	v1	1231	1/1070	.09
ELRC-2614-Localidades_2007	v1	1399	1/1070	.09
ELRC-2616-Museus_2007	v1	817	1/1070	.09
ELRC-2622-Arquitectura_2007	v1	111	1/1070	.09
ELRC-2623-Patrimnio_Aores_2006	v1	63	1/1070	.09
ELRC-2638-monumentos_2007	v1	5	1/1070	.09
ELRC-2639-Parques_e_reservas	v1	132	1/1070	.09
ELRC-2641-Praias_2007	v1	581	1/1070	.09
ELRC-2732-vaccination	v1	512	1/1070	.09
ELRC-2879-EU_publications_medi	v1	13128	1/1070	.09
ELRC-3074-wikipedia_health	v1	4366	1/1070	.09
ELRC-3297-EUROPARL_covid	v1	788	1/1070	.09
ELRC-3468-EC_EUROPA_covid	v1	2636	1/1070	.09
ELRC-3610-presscorner_covid	v1	11315	1/1070	.09
ELRC-3852-Development_Funds_Re	v1	94	1/1070	.09
ELRC-401-Swedish_Labour_Part2	v1	686	1/1070	.09
ELRC-403-Rights_Arrested	v1	24	1/1070	.09
ELRC-406-Swedish_Labour_Part1	v1	604	1/1070	.09
ELRC-416-Swedish_Social_Secur	v1	181	1/1070	.09
ELRC-417-Swedish_Work_Environ	v1	12	1/1070	.09
ELRC-422-Portuguese_legislati	v1	2465	1/1070	.09
ELRC-4329-PRINCIPLE_MVEP_legal	v1	11542	1/1070	.09
ELRC-436-Swedish_Food	v1	589	1/1070	.09
ELRC-637-SIP	v1	10087	1/1070	.09
ELRC-638-Luxembourg.lu	v1	36226	1/1070	.09
ELRC-646-International_Judici	v1	222	1/1070	.09
ELRC-648-Letter_rights_person	v1	87	1/1070	.09
ELRC-745-Convention_against_T	v1	189	1/1070	.09
ELRC-816-ANR_containing_major	v1	10821	1/1070	.09
ELRC-832-CHARTER_VALUES_CITIZ	v1	53	1/1070	.09
ELRC-837-Legal	v1	985	1/1070	.09
ELRC-844-PAeSI__Administratio	v1	313	1/1070	.09
ELRC-Arquitectura_2007	v1	111	1/1070	.09
ELRC-Artigos_visitportuga	v1	1231	1/1070	.09
ELRC-CORDIS_Results	v1	259749	1/1070	.09
ELRC-EC_EUROPA	v1	2636	1/1070	.09
ELRC-EUIPO_2017	v1	17444	1/1070	.09
ELRC-EUIPO_law	v1	70827	1/1070	.09
ELRC-EUIPO_list	v1	31627	1/1070	.09
ELRC-EU_publications	v1	13128	1/1070	.09
ELRC-EUROPARL_covid	v1	788	1/1070	.09
ELRC-Localidades_2007	v1	1399	1/1070	.09
ELRC-Museus_2007	v1	817	1/1070	.09
ELRC-Parques_e	v1	132	1/1070	.09
ELRC-Patrimnio_Aores	v1	63	1/1070	.09
ELRC-Portuguese_legislati	v1	2465	1/1070	.09
ELRC-Praias_2007	v1	581	1/1070	.09
ELRC-presscorner_covid	v1	11315	1/1070	.09
ELRC-Swedish_Labour	v1	1245	1/1070	.09
ELRC-vaccination	v1	512	1/1070	.09
ELRC-wikipedia_health	v1	4366	1/1070	.09
EMEA	v3	363091	1/1070	.09
Europarl	v8	2008866	1/1070	.09
EuroPat	v1	9213466	1/1070	.09
EuroPat	v2	12081951	1/1070	.09
EuroPat	v3	11098711	1/1070	.09
GlobalVoices	v2015	295008	1/1070	.09
GlobalVoices	v2017q3	339221	1/1070	.09
GlobalVoices	v2018q4	183156	1/1070	.09
JRC-Acquis	v3.0	501584	1/1070	.09
MultiUN	v1	10468683	1/1070	.09
